DATE,Order_id,NEWVERTICAL_Merchant,MerchantID,User_id,GMV,Service Group
2021-06-23,13164968030,Marketplace,24,35276270,503810,marketplace
2021-06-23,13153903342,Marketplace,24,54400900,67700,marketplace
2021-06-23,13139899855,Marketplace,24,24270789,118000,marketplace
2021-06-23,13162224681,Marketplace,24,31770130,47899,marketplace
2021-06-23,13141122844,Marketplace,24,25993024,338700,marketplace
2021-06-23,13141430278,Airtime,30,14333388,10000,data
2021-06-23,13160583854,Airtime,30,26854088,10000,data
2021-06-23,13149875023,Airtime,30,31749517,10000,data
2021-06-23,13132394032,Airtime,30,13189580,42000,data
2021-06-23,13141560123,Cashin Bank,30,14333388,10000,data
2021-06-23,13158758818,Airtime,43,41343604,1000,data
2021-06-23,13162240552,Cashin Bank,41,41324645,15000,data
2021-06-23,13161735604,Airtime,41,56606161,30000,data
2021-06-23,13145064174,Airtime,41,47179052,15000,data
2021-06-23,13138630377,Cashin Bank,41,40008558,30000,data
2021-06-23,13161500845,Cashin Bank,41,54345124,30000,data
2021-06-23,13166226445,Airtime,41,52459222,15000,data
2021-06-23,13140069005,Airtime,41,44192748,25000,data
2021-06-23,13148080035,Airtime,41,59497270,30000,data
2021-06-23,13161737293,Airtime,41,41324645,15000,data
2021-06-23,13145598286,Airtime,41,57431551,30000,data
2021-06-23,13152816988,Airtime,41,52999117,30000,data
2021-06-23,13161238506,Airtime,41,54345124,30000,data
2021-06-23,13164904668,Airtime,41,59604211,15000,data
2021-06-23,13138490446,Airtime,41,40008558,30000,data
2021-06-23,13164900360,Airtime,41,24465174,15000,data
2021-06-23,13143117300,Cashin Bank,43,47367273,10000,data
2021-06-23,13143178656,Airtime,43,47367273,20000,data
2021-06-24,13183445766,CVS,18,1251478,56000,cvs
2021-06-24,13180888572,Marketplace,37,50126969,130000,marketplace
2021-06-24,13193778900,Marketplace,37,44367728,200550,marketplace
2021-06-24,13180166118,Marketplace,37,50126969,348300,marketplace
2021-06-24,13181279592,Marketplace,37,50185392,576576,marketplace
2021-06-24,13179447576,Marketplace,37,50126969,317500,marketplace
2021-06-24,13188537877,Marketplace,37,24837425,1219000,marketplace
2021-06-24,13181015586,Marketplace,37,50185392,800386,marketplace
2021-06-24,13174792653,Marketplace,37,33672039,138200,marketplace
2021-06-24,13200817587,Marketplace,37,52911252,104000,marketplace
2021-06-24,13202829482,Marketplace,37,41980746,456725,marketplace
2021-06-24,13189350401,Marketplace,37,39645227,99000,marketplace
2021-06-24,13198630348,Supermarket,25,36287359,202200,supermarket
2021-06-24,13179104487,Supermarket,25,37382929,375000,supermarket
2021-06-24,13175566874,CVS,1,14279851,28000,cvs
2021-06-24,13178516554,Supermarket,9,54223739,27700,supermarket
2021-06-24,13184848214,Supermarket,9,45611501,190896,supermarket
2021-06-24,13187035045,Supermarket,9,45611501,219087,supermarket
2021-06-24,13182733032,Supermarket,9,42191119,920578,supermarket
2021-06-24,13198517633,supermarket,9,52613295,600000,supermarket
2021-06-24,13201468159,Supermarket,9,44781070,228600,supermarket
2021-06-24,13196458225,Supermarket,9,55481515,310786,supermarket
2021-06-24,13188199071,Cashin Chain,28,49103411,500000,cvs
2021-06-24,13198445386,Cashin Chain,28,47308429,1700000,cvs
2021-06-24,13183442558,CVS,28,45937076,14000,cvs
2021-06-24,13203950387,CVS,28,44124404,14000,cvs
2021-06-24,13201085646,Cashin Chain,28,44455610,1020000,cvs
2021-06-24,13195483767,Cashin Chain,28,21438567,600000,cvs
2021-06-24,13179438799,CVS,28,45937076,7000,cvs
2021-06-24,13178382723,CVS,28,39309568,84000,cvs
2021-06-24,13194706609,Cashin Chain,28,52760440,100000,cvs
2021-06-24,13181810014,CVS,8,59915190,44000,cvs
2021-06-24,13177754853,CVS,8,40459885,53000,cvs
2021-06-24,13170420668,CVS,8,46994675,90000,cvs
2021-06-24,13178876036,CVS,8,45108825,14000,cvs
2021-06-24,13192636406,CVS,9,44781070,9500,cvs
2021-06-24,13202515608,Coffee chains and Milk tea,20,53035017,100000,Coffee chains and Milk tea
2021-06-24,13202864539,Cashin Bank,20,53035017,100000,Coffee chains and Milk tea
2021-06-24,13179901715,CVS,15,39954487,20000,cvs
2021-06-24,13176131000,CVS,15,16736014,15000,cvs
2021-06-24,13202971127,Supermarket,29,878917,129711,supermarket
2021-06-24,13202370075,Supermarket,29,38956744,443699,supermarket
2021-06-24,13200997584,Supermarket,29,47700373,83333,supermarket
2021-06-24,13202559207,Cashin Bank,29,38956744,443699,supermarket
2021-06-24,13197017434,Marketplace,24,41916965,205711,marketplace
2021-06-24,13185121329,Marketplace,24,50126969,70900,marketplace
2021-06-24,13175568375,Marketplace,24,43963718,22600,marketplace
2021-06-24,13207595626,Marketplace,24,10318393,113700,marketplace
2021-06-24,13205005784,Marketplace,24,49698176,53900,marketplace
2021-06-24,13203482442,Marketplace,24,35056426,523300,marketplace
2021-06-24,13200128395,Marketplace,24,57437113,1000,marketplace
2021-06-24,13204809372,Marketplace,24,46539319,90643,marketplace
2021-06-24,13168251447,Marketplace,24,26576447,65000,marketplace
2021-06-24,13175340344,Marketplace,24,48338063,101980,marketplace
2021-06-24,13183836468,Marketplace,24,54400900,86000,marketplace
2021-06-24,13167213186,Marketplace,24,39228244,58000,marketplace
2021-06-24,13185995645,Marketplace,24,54400900,153100,marketplace
2021-06-24,13194898237,Marketplace,24,35873781,70900,marketplace
2021-06-24,13183445755,Marketplace,24,47154157,80000,marketplace
2021-06-24,13199868395,Marketplace,24,18604526,19200,marketplace
2021-06-24,13195143898,Marketplace,24,10318393,217700,marketplace
2021-06-24,13183462697,Airtime,30,50002124,10000,data
2021-06-24,13191880195,Airtime,43,48145864,3000,data
2021-06-24,13198140421,Airtime,43,39335821,20000,data
2021-06-24,13203036611,Airtime,43,39489171,20000,data
2021-06-24,13192664276,Airtime,41,48823301,30000,data
2021-06-24,13204450408,Airtime,41,38243582,40000,data
2021-06-24,13204969163,Cashin Bank,41,38243582,30000,data
2021-06-24,13180310685,Airtime,41,55543511,30000,data
2021-06-24,13179212037,Airtime,41,43978638,15000,data
2021-06-24,13185006244,Airtime,41,55526975,30000,data
2021-06-24,13174432172,Airtime,41,50363255,25000,data
2021-06-24,13177923991,Airtime,41,40987953,15000,data
2021-06-24,13185895454,Cashin Bank,41,55526975,30000,data
2021-06-24,13200193985,Airtime,41,47409708,10000,data
2021-06-24,13193929058,Airtime,41,45970515,10000,data
2021-06-24,13178991625,Airtime,41,50244113,15000,data
2021-06-24,13201728706,Airtime,41,56564918,15000,data
2021-06-24,13202185257,Airtime,41,52459222,15000,data
2021-06-24,13193159183,Airtime,41,40770436,55000,data
2021-06-24,13189860008,Airtime,41,51004718,30000,data
2021-06-24,13192805843,Cashin Bank,41,48823301,30000,data
2021-06-24,13199711133,Airtime,41,47203387,15000,data
2021-06-25,13237204279,Marketplace,37,1077586,275000,marketplace
2021-06-25,13238862225,Marketplace,37,36105495,125788,marketplace
2021-06-25,13237558406,Marketplace,37,36105495,197600,marketplace
2021-06-25,13239391116,Cashin Bank,37,36105495,25788,marketplace
2021-06-25,13237908859,Cashin Bank,37,36105495,97600,marketplace
2021-06-25,13248708599,Marketplace,37,56220562,547000,marketplace
2021-06-25,13239285997,Supermarket,25,48992556,120300,supermarket
2021-06-25,13218187341,Coffee chains and Milk tea,31,16736014,19000,Coffee chains and Milk tea
2021-06-25,13220306654,CVS,1,34996317,22000,cvs
2021-06-25,13232022305,CVS,1,14279851,96000,cvs
2021-06-25,13242470639,Supermarket,2,35297205,68800,supermarket
2021-06-25,13242472641,Supermarket,2,35297205,35000,supermarket
2021-06-25,13225647232,Supermarket,9,45611501,308120,supermarket
2021-06-25,13228685022,supermarket,9,48969964,300000,supermarket
2021-06-25,13221371475,Supermarket,9,61267321,150000,supermarket
2021-06-25,13219060438,Cashin Chain,28,40273219,1020000,cvs
2021-06-25,13235000140,Cashin Chain,28,52760440,100000,cvs
2021-06-25,13226843573,Cashin Chain,28,30358943,200000,cvs
2021-06-25,13230320658,Cashin Chain,28,4583127,100000,cvs
2021-06-25,13238321297,Cashin Chain,28,50960839,3500000,cvs
2021-06-25,13240696775,Cashin Chain,28,36568868,100000,cvs
2021-06-25,13208341585,CVS,28,41285258,43000,cvs
2021-06-25,13245940465,CVS,28,44124404,10000,cvs
2021-06-25,13242056889,Cashin Chain,28,41068874,500000,cvs
2021-06-25,13235989046,Cashin Chain,28,28568055,330000,cvs
2021-06-25,13240075565,CVS,8,59693019,18000,cvs
2021-06-25,13248703440,CVS,8,59693019,32000,cvs
2021-06-25,13225913686,CVS,8,45108825,14000,cvs
2021-06-25,13236759025,CVS,8,44328983,5000,cvs
2021-06-25,13240425753,CVS,8,40854121,44000,cvs
2021-06-25,13230087039,CVS,8,40459885,16000,cvs
2021-06-25,13226726002,CVS,9,44781070,23000,cvs
2021-06-25,13244445106,CVS,9,44781070,339000,cvs
2021-06-25,13244441276,CVS,5,41880096,91000,cvs
2021-06-25,13247536323,CVS,15,39780183,113000,cvs
2021-06-25,13235860516,CVS,15,39954487,23000,cvs
2021-06-25,13209503988,CVS,15,41068874,37000,cvs
2021-06-25,13238438952,Supermarket,29,47700373,9200,supermarket
2021-06-25,13236336214,Coffee chains and Milk tea,11,40284788,39000,Coffee chains and Milk tea
2021-06-25,13209320705,Marketplace,24,6154178,34100,marketplace
2021-06-25,13207600041,Marketplace,24,35056426,1704995,marketplace
2021-06-25,13238877946,Marketplace,24,35757825,88000,marketplace
2021-06-25,13235860770,Marketplace,24,47817568,68900,marketplace
2021-06-25,13216945635,Marketplace,24,54400900,57500,marketplace
2021-06-25,13234607980,Marketplace,24,56896246,75400,marketplace
2021-06-25,13222041785,Marketplace,24,58179109,56900,marketplace
2021-06-25,13224294796,Marketplace,24,3935464,39410,marketplace
2021-06-25,13222081794,Marketplace,24,47154157,55700,marketplace
2021-06-25,13227624455,Marketplace,24,25993024,279700,marketplace
2021-06-25,13235864344,Marketplace,24,44925902,55492,marketplace
2021-06-25,13233354829,Marketplace,24,54400900,69200,marketplace
2021-06-25,13219551167,Marketplace,24,47154157,58900,marketplace
2021-06-25,13238461588,Marketplace,24,38595867,9400,marketplace
2021-06-25,13233354107,Marketplace,24,54400900,57500,marketplace
2021-06-25,13231640679,Marketplace,24,57027098,83800,marketplace
2021-06-25,13229728114,Coffee chains and Milk tea,10,35709102,124000,Coffee chains and Milk tea
2021-06-25,13245803058,Airtime,30,39988487,10000,data
2021-06-25,13241284917,Airtime,30,13189580,84000,data
2021-06-25,13221460657,Airtime,30,4172409,10000,data
2021-06-25,13220191383,Airtime,30,41406526,10000,data
2021-06-25,13208724156,Airtime,30,52104040,1000,data
2021-06-25,13211446778,Airtime,30,59692285,28000,data
2021-06-25,13248147279,Airtime,30,17584647,42000,data
2021-06-25,13230817697,Airtime,30,38341455,10000,data
2021-06-25,13219095814,Cashin Bank,30,33032803,14000,data
2021-06-25,13217898856,Airtime,30,42900649,28000,data
2021-06-25,13219049241,Airtime,30,33032803,14000,data
2021-06-25,13211161712,Airtime,30,28357777,10000,data
2021-06-25,13221463564,Airtime,30,27696467,14000,data
2021-06-25,13245808248,Airtime,30,45791031,10000,data
2021-06-25,13213175038,Airtime,30,1457828,28000,data
2021-06-25,13218993805,Airtime,43,17955011,20000,data
2021-06-25,13245854877,Airtime,43,22621081,1000,data
2021-06-25,13219295909,Cashin Bank,43,17955011,10000,data
2021-06-25,13225611432,Airtime,43,39881592,13000,data
2021-06-25,13218474382,Airtime,41,50363134,15000,data
2021-06-25,13207576429,Airtime,41,59420504,10000,data
2021-06-25,13247271553,Airtime,41,41077158,15000,data
2021-06-25,13224736987,Airtime,41,36242203,125000,data
2021-06-25,13248057625,Cashin Bank,41,41077158,15000,data
2021-06-25,13237017162,Airtime,41,38746579,30000,data
2021-06-25,13220193230,Airtime,41,49958714,10000,data
2021-06-25,13246093907,Cashin Bank,41,52459222,15000,data
2021-06-25,13211167138,Airtime,41,27802502,10000,data
2021-06-25,13247226478,Airtime,41,55353429,15000,data
2021-06-25,13219056251,Airtime,41,40840446,30000,data
2021-06-25,13234120502,Airtime,41,24618012,15000,data
2021-06-25,13244531348,Airtime,41,47094323,30000,data
2021-06-25,13245193941,Airtime,41,52459222,15000,data
2021-06-25,13243256423,Airtime,41,55882377,30000,data
2021-06-25,13221459875,Airtime,41,39764428,30000,data
2021-06-25,13211446843,Airtime,41,58762985,15000,data
2021-06-25,13216384012,Airtime,41,54757972,30000,data
2021-06-25,13227399777,Airtime,30,23253372,2000,data
2021-06-25,13240655310,Airtime,30,45195727,28000,data
2021-06-25,13247268452,Airtime,30,49434621,5000,data
2021-06-25,13241391431,Cashin Bank,30,45195727,18000,data
2021-06-26,13284603488,Supermarket,3,53042834,80700,supermarket
2021-06-26,13270643932,Marketplace,37,61267321,706864,marketplace
2021-06-26,13265547991,Cashin Bank,37,47442012,149000,marketplace
2021-06-26,13269129272,Marketplace,37,25211457,270900,marketplace
2021-06-26,13273850584,Marketplace,37,36554979,109000,marketplace
2021-06-26,13251049859,Marketplace,37,14537664,93000,marketplace
2021-06-26,13270965579,Marketplace,37,48617221,172100,marketplace
2021-06-26,13251274244,Marketplace,37,60663712,411200,marketplace
2021-06-26,13265430329,Marketplace,37,48617221,88120,marketplace
2021-06-26,13263872859,Marketplace,37,48617221,112000,marketplace
2021-06-26,13287764923,Marketplace,37,44229460,150000,marketplace
2021-06-26,13264598994,Marketplace,37,49580147,174000,marketplace
2021-06-26,13265730097,Marketplace,37,47442012,149000,marketplace
2021-06-26,13262354655,Supermarket,25,46510978,292000,supermarket
2021-06-26,13262464164,Cashin Bank,25,46510978,292000,supermarket
2021-06-26,13284263657,Supermarket,2,39109730,141550,supermarket
2021-06-26,13262351695,Supermarket,2,44506224,21600,supermarket
2021-06-26,13262364693,Supermarket,2,44506224,7100,supermarket
2021-06-26,13281821951,Supermarket,9,44201583,150000,supermarket
2021-06-26,13276954684,Supermarket,9,34739098,150000,supermarket
2021-06-26,13277282395,Supermarket,9,44039169,150000,supermarket
2021-06-26,13274622294,Supermarket,9,49593590,150000,supermarket
2021-06-26,13279473827,Supermarket,9,43644179,150000,supermarket
2021-06-26,13281397607,Supermarket,9,22257992,150000,supermarket
2021-06-26,13269135480,Supermarket,9,45611501,297552,supermarket
2021-06-26,13289619075,CVS,28,44124404,17000,cvs
2021-06-26,13278879547,Cashin Chain,28,47308429,545000,cvs
2021-06-26,13267114940,Cashin Chain,28,36568868,100000,cvs
2021-06-26,13261222390,CVS,28,39309568,19000,cvs
2021-06-26,13286313726,Cashin Chain,28,41504085,500000,cvs
2021-06-26,13288828201,Cashin Chain,28,40096435,3500000,cvs
2021-06-26,13279455557,Cashin Chain,28,52760440,100000,cvs
2021-06-26,13279476924,CVS,28,39309568,64000,cvs
2021-06-26,13259881454,Cashin Chain,28,21438567,1600000,cvs
2021-06-26,13282478369,Cashin Chain,28,30358943,1000000,cvs
2021-06-26,13280965761,Cashin Chain,28,47308429,600000,cvs
2021-06-26,13288220386,CVS,8,46291130,59000,cvs
2021-06-26,13275753939,CVS,15,60205806,108000,cvs
2021-06-26,13272394360,CVS,15,39954487,21000,cvs
2021-06-26,13286399185,Cashin Bank,29,38956744,293501,supermarket
2021-06-26,13285993135,Supermarket,29,38956744,293501,supermarket
2021-06-26,13264626105,Marketplace,24,47154157,22000,marketplace
2021-06-26,13259441197,Marketplace,24,25993024,106600,marketplace
2021-06-26,13253055963,Marketplace,24,60949713,36000,marketplace
2021-06-26,13276171506,Marketplace,24,35056426,300800,marketplace
2021-06-26,13266804694,Marketplace,24,38991553,40999,marketplace
2021-06-26,13288221856,Marketplace,24,54117388,155100,marketplace
2021-06-26,13286580696,Marketplace,24,54117388,169000,marketplace
2021-06-26,13270167655,Marketplace,24,54400900,59000,marketplace
2021-06-26,13273119432,Marketplace,24,31058664,187700,marketplace
2021-06-26,13279058932,Marketplace,24,57341117,250000,marketplace
2021-06-26,13269805489,Marketplace,24,54400900,49000,marketplace
2021-06-26,13278168509,Marketplace,24,57341117,246000,marketplace
2021-06-26,13266131085,Marketplace,24,54400900,69200,marketplace
2021-06-26,13271631691,Marketplace,24,57341117,243000,marketplace
2021-06-26,13258830781,Marketplace,24,48338063,75900,marketplace
2021-06-26,13287142202,Marketplace,24,54117388,714900,marketplace
2021-06-26,13286086667,Marketplace,24,42112041,98000,marketplace
2021-06-26,13273126937,Marketplace,24,31058664,43700,marketplace
2021-06-26,13271327523,Marketplace,24,49138191,590000,marketplace
2021-06-26,13264262653,Marketplace,24,48250243,232700,marketplace
2021-06-26,13260519015,Airtime,30,55754715,14000,data
2021-06-26,13266040031,Airtime,30,48472743,28000,data
2021-06-26,13263220098,Airtime,30,10636051,42000,data
2021-06-26,13264557535,Airtime,43,22621081,1000,data
2021-06-26,13262490516,Airtime,43,22621081,1000,data
2021-06-26,13259778599,Airtime,43,22621081,1000,data
2021-06-26,13259016812,Airtime,41,49434621,15000,data
2021-06-26,13267578798,Airtime,41,53945500,10000,data
2021-06-26,13287864020,Airtime,41,52459222,30000,data
2021-06-26,13284290092,Airtime,41,47409708,15000,data
2021-06-26,13278349690,Airtime,41,51639505,90000,data
2021-06-26,13288520321,Airtime,41,11091591,30000,data
2021-06-26,13257842724,Airtime,41,50244113,30000,data
2021-06-26,13253698066,Airtime,41,41072902,15000,data
2021-06-26,13287863289,Airtime,41,50054904,10000,data
2021-06-26,13288566894,Airtime,41,8211644,15000,data
2021-06-26,13287156273,Airtime,41,42075957,15000,data
2021-06-26,13279105722,Airtime,41,34132440,30000,data
2021-06-26,13283525224,Airtime,41,48173658,15000,data
2021-06-26,13258916155,Airtime,41,49434621,15000,data
2021-06-26,13259832254,Airtime,41,50759864,70000,data
2021-06-26,13258917043,Airtime,41,55924795,15000,data
2021-06-26,13280599472,Airtime,30,50002124,5000,data
2021-06-26,13250929950,Airtime,30,51461036,20000,data
2021-06-26,13266790839,Airtime,30,40749316,10000,data
2021-06-26,13270009564,Airtime,30,44944377,28000,data
2021-06-26,13268394276,Airtime,30,44103518,28000,data
2021-06-27,13329326935,Marketplace,37,54341130,1587000,marketplace
2021-06-27,13321033288,Cashin Bank,37,36658575,106800,marketplace
2021-06-27,13320932564,Marketplace,37,36658575,106800,marketplace
2021-06-27,13316734439,Marketplace,37,24837425,184000,marketplace
2021-06-27,13304360265,Marketplace,37,37381541,100000,marketplace
2021-06-27,13306121578,Marketplace,37,45831300,167000,marketplace
2021-06-27,13322127128,Supermarket,25,1976295,679000,supermarket
2021-06-27,13303019219,Supermarket,25,35834143,48000,supermarket
2021-06-27,13302657040,Supermarket,25,35834143,96300,supermarket
2021-06-27,13300641076,CVS,1,14279851,63000,cvs
2021-06-27,13311488503,Supermarket,2,44506224,5500,supermarket
2021-06-27,13322417926,Supermarket,9,48453125,38000,supermarket
2021-06-27,13303485794,Supermarket,9,53802429,150000,supermarket
2021-06-27,13322861037,Supermarket,9,35297205,180429,supermarket
2021-06-27,13308709344,Supermarket,9,45611501,320750,supermarket
2021-06-27,13304425007,Supermarket,9,44876803,150000,supermarket
2021-06-27,13303981546,Supermarket,9,41885076,150000,supermarket
2021-06-27,13310028458,Supermarket,9,44415554,150000,supermarket
2021-06-27,13319440234,Cashin Chain,28,42733909,260000,cvs
2021-06-27,13305223347,CVS,28,39689187,43000,cvs
2021-06-27,13328476036,Cashin Chain,28,40273219,1300000,cvs
2021-06-27,13314853573,Cashin Chain,28,45372152,200000,cvs
2021-06-27,13322591235,Cashin Chain,28,39630374,300000,cvs
2021-06-27,13320048872,Cashin Chain,28,52760440,100000,cvs
2021-06-27,13325618933,Cashin Chain,28,4951822,700000,cvs
2021-06-27,13316564119,Cashin Chain,28,30358943,300000,cvs
2021-06-27,13302165351,CVS,8,45108825,14000,cvs
2021-06-27,13327394294,CVS,8,42694115,57000,cvs
2021-06-27,13318584105,CVS,8,32863418,15000,cvs
2021-06-27,13306431294,CVS,8,39698934,14000,cvs
2021-06-27,13314455596,CVS,8,45108825,14000,cvs
2021-06-27,13302099568,CVS,8,52259201,14000,cvs
2021-06-27,13330697863,CVS,8,32863418,22000,cvs
2021-06-27,13316550046,CVS,8,32863418,6000,cvs
2021-06-27,13302105540,CVS,8,36631018,52000,cvs
2021-06-27,13306806232,CVS,9,44781070,8000,cvs
2021-06-27,13306873108,CVS,9,44781070,26800,cvs
2021-06-27,13297025134,Marketplace,24,35586100,187050,marketplace
2021-06-27,13290943533,Marketplace,24,39628684,46700,marketplace
2021-06-27,13303911475,Marketplace,24,43171130,22500,marketplace
2021-06-27,13290347053,Marketplace,24,42447882,76200,marketplace
2021-06-27,13292473244,Marketplace,24,29423239,36996,marketplace
2021-06-27,13322867114,Marketplace,24,30051320,53200,marketplace
2021-06-27,13327602377,Marketplace,24,6236019,78575,marketplace
2021-06-27,13306511681,Marketplace,24,57341117,249000,marketplace
2021-06-27,13306040016,Marketplace,24,20373723,23000,marketplace
2021-06-27,13291041001,Marketplace,24,39628684,46700,marketplace
2021-06-27,13313297516,Marketplace,24,54400900,50000,marketplace
2021-06-27,13316553787,Marketplace,24,47706045,42125,marketplace
2021-06-27,13326204042,Marketplace,24,48416642,250000,marketplace
2021-06-27,13300644407,Marketplace,24,39228244,53000,marketplace
2021-06-27,13311848135,Marketplace,24,33201885,280300,marketplace
2021-06-27,13310284845,Marketplace,24,57341117,2000,marketplace
2021-06-27,13322525920,Marketplace,24,10318393,136700,marketplace
2021-06-27,13319190265,Coffee chains and Milk tea,10,36540260,110000,Coffee chains and Milk tea
2021-06-27,13300324808,Airtime,30,57488407,14000,data
2021-06-27,13330662501,Airtime,30,27147134,10000,data
2021-06-27,13290315780,Airtime,30,48472743,28000,data
2021-06-27,13326559008,Airtime,43,40320533,1000,data
2021-06-27,13303419651,Airtime,43,22621081,3000,data
2021-06-27,13331433306,Airtime,43,49482752,1500,data
2021-06-27,13309632025,Airtime,43,44516820,1000,data
2021-06-27,13305673063,Airtime,43,42565336,1000,data
2021-06-27,13309631894,Airtime,43,44516820,1000,data
2021-06-27,13326144816,Airtime,41,32601700,15000,data
2021-06-27,13291348777,Airtime,41,60236660,10000,data
2021-06-27,13318218806,Airtime,41,46703193,15000,data
2021-06-27,13322832151,Airtime,41,52875588,10000,data
2021-06-27,13301122103,Airtime,41,57632911,25000,data
2021-06-27,13315722450,Airtime,41,44717601,25000,data
2021-06-27,13301222808,Airtime,41,50949772,15000,data
2021-06-27,13306421044,Airtime,41,50002124,30000,data
2021-06-27,13330663264,Airtime,41,44401701,15000,data
2021-06-27,13311233395,Airtime,41,47700373,15000,data
2021-06-27,13331214618,Airtime,30,41133767,20000,data
2021-06-27,13310352646,Airtime,30,52118314,20000,data
2021-06-27,13325663581,Airtime,30,31676468,20000,data
2021-06-27,13322010937,Airtime,30,51639505,14000,data
2021-06-27,13305670561,Airtime,43,42565336,15000,data
2021-06-27,13328253016,Airtime,30,34057928,56000,data
2021-06-28,13342740668,Marketplace,37,6729543,413000,marketplace
2021-06-28,13358545427,Marketplace,37,24837425,382000,marketplace
2021-06-28,13362676956,Marketplace,37,49193997,123000,marketplace
2021-06-28,13357034342,Cashin Bank,37,24837425,382000,marketplace
2021-06-28,13351372264,Marketplace,37,36105495,522000,marketplace
2021-06-28,13355484998,Marketplace,37,20086797,490000,marketplace
2021-06-28,13357036183,Marketplace,37,24837425,382000,marketplace
2021-06-28,13356346881,Marketplace,37,55114927,108000,marketplace
2021-06-28,13355617387,Cashin Bank,37,20086797,490000,marketplace
2021-06-28,13352512300,Marketplace,37,33298337,170998,marketplace
2021-06-28,13345245776,Marketplace,37,56434310,388000,marketplace
2021-06-28,13342624944,Supermarket,9,47728525,478536,supermarket
2021-06-28,13372039624,supermarket,9,49051978,600000,supermarket
2021-06-28,13366247045,supermarket,9,46022523,215000,supermarket
2021-06-28,13365171818,Cashin Chain,28,52760440,100000,cvs
2021-06-28,13368381157,CVS,28,51893905,66000,cvs
2021-06-28,13365086536,CVS,28,60921431,68000,cvs
2021-06-28,13374014061,Cashin Chain,28,41068874,300000,cvs
2021-06-28,13361005304,Cashin Chain,28,40096435,1000000,cvs
2021-06-28,13363174563,CVS,28,39689187,24000,cvs
2021-06-28,13373884054,Cashin Chain,28,30358943,400000,cvs
2021-06-28,13377120646,Cashin Chain,28,47630085,100000,cvs
2021-06-28,13346428230,CVS,28,49876055,13000,cvs
2021-06-28,13366159656,Cashin Chain,28,41752114,200000,cvs
2021-06-28,13361004936,Cashin Chain,28,40096435,5000000,cvs
2021-06-28,13361528551,Cashin Chain,28,35543442,810000,cvs
2021-06-28,13375115215,CVS,28,44124404,9000,cvs
2021-06-28,13333673864,CVS,8,43002773,10000,cvs
2021-06-28,13364168063,CVS,8,49686091,30000,cvs
2021-06-28,13372911163,CVS,8,35048250,18000,cvs
2021-06-28,13348363372,CVS,8,44328983,5000,cvs
2021-06-28,13375862674,CVS,8,50885879,20000,cvs
2021-06-28,13343780304,CVS,8,39698934,14000,cvs
2021-06-28,13342623817,CVS,8,41786793,21000,cvs
2021-06-28,13344234567,CVS,8,45108825,15000,cvs
2021-06-28,13359652530,CVS,5,45765784,57000,cvs
2021-06-28,13354813024,CVS,5,51249641,14000,cvs
2021-06-28,13364855970,CVS,5,51249641,10000,cvs
2021-06-28,13346931176,CVS,15,49876055,13000,cvs
2021-06-28,13340694840,CVS,15,16736014,20000,cvs
2021-06-28,13370578788,Supermarket,29,47700373,22000,supermarket
2021-06-28,13366243965,Supermarket,9,58112850,23918,supermarket
2021-06-28,13345086727,Marketplace,24,54400900,51480,marketplace
2021-06-28,13376997124,Marketplace,24,39233619,56000,marketplace
2021-06-28,13363175385,Marketplace,24,1310325,282080,marketplace
2021-06-28,13340928553,Marketplace,24,53223489,97553,marketplace
2021-06-28,13362919442,Marketplace,24,25806792,50244,marketplace
2021-06-28,13332641746,Marketplace,24,25806792,135650,marketplace
2021-06-28,13364160705,Marketplace,24,55617498,49600,marketplace
2021-06-28,13351997865,Marketplace,24,1976295,910100,marketplace
2021-06-28,13331837437,Marketplace,24,22163734,526912,marketplace
2021-06-28,13339796967,Marketplace,24,53412274,1000,marketplace
2021-06-28,13353981656,Marketplace,24,35873781,1000,marketplace
2021-06-28,13366722149,Marketplace,24,58529638,127988,marketplace
2021-06-28,13358130464,Marketplace,24,31058664,223000,marketplace
2021-06-28,13361911484,Marketplace,24,46602603,50000,marketplace
2021-06-28,13345969562,Marketplace,24,48250243,116500,marketplace
2021-06-28,13366727664,Marketplace,24,52802122,85000,marketplace
2021-06-28,13345086209,Marketplace,24,54400900,95800,marketplace
2021-06-28,13344667986,Marketplace,24,36650861,206000,marketplace
2021-06-28,13342253280,Marketplace,24,25993024,279000,marketplace
2021-06-28,13368132841,Marketplace,24,47154157,55900,marketplace
2021-06-28,13362441537,Marketplace,24,55617498,65800,marketplace
2021-06-28,13344508006,Marketplace,24,25993024,286525,marketplace
2021-06-28,13347473953,Marketplace,24,54117388,47811,marketplace
2021-06-28,13340931726,Marketplace,24,47944676,360270,marketplace
2021-06-28,13361918350,Marketplace,24,55617498,103600,marketplace
2021-06-28,13355730717,Marketplace,24,47154157,70250,marketplace
2021-06-28,13362690757,Marketplace,24,46602603,50000,marketplace
2021-06-28,13348196205,Marketplace,24,35693557,38510,marketplace
2021-06-28,13360978875,Airtime,30,41785286,84000,data
2021-06-28,13360995654,Cashin Bank,30,41785286,74000,data
2021-06-28,13352582609,Cashin Bank,30,7752869,10000,data
2021-06-28,13355800205,Cashin Bank,30,40749316,10000,data
2021-06-28,13348511412,Airtime,30,45534241,84000,data
2021-06-28,13352094860,Airtime,30,7752869,10000,data
2021-06-28,13372132482,Cashin Bank,30,4132641,42000,data
2021-06-28,13347070122,Airtime,30,49427125,5000,data
